umls_code,mesh_code
C0586323,D020270
C0587248,D056685
C0596170,D056912
C0596263,D063646
C0596298,D002561
C0597124,D024741
C0598608,D020138
C0598784,D050171
C0599035,D015799
C0600040,D018856
C0600066,D003557
C0600177,D002303
C0600178,D002340
C0600228,D006323
C0600241,D006556
C0600260,D008173
C0600272,D009021
C0600298,D010520
C0600327,D012772
C0600359,D015140
C0600427,D019970
C0600433,D020016
C0600467,D020078
C0600518,D020256
C0600519,D020257
C0600520,D020257
C0677050,D020149
C0677501,D018500
C0677607,D050031
C0677608,D006391
C0677776,D061325
C0677866,D020295
C0678202,D003424
C0678213,D006828
C0678222,D001943
C0679360,D005517
C0684219,D020385
C0684276,D013036
C0684337,D018241
C0685837,D023961
C0685938,D005770
C0686353,D049288
C0687150,D010282
C0687720,D020790
C0699728,D002819
C0699731,D002819
C0699739,D009477
C0700053,D024741
C0700201,D020920
C0700292,D000860
C0700345,D002181
C0700359,D062025
C0700367,D018242
C0700438,D008881
C0700501,D020417
C0700595,D014897
C0701818,D042883
C0701826,D066087
C0702166,D000152
C0702169,D009436
C0729353,D007246
C0730290,D000077765
C0733682,D053098
C0740277,D001650
C0740340,D028226
C0740345,D009373
C0740363,D001416
C0740376,D020244
C0740385,D002532
C0740386,D002532
C0740387,D002532
C0740391,D020244
C0740392,D020244
C0740394,D033461
C0740457,D007680
C0740858,D019966
C0741160,D001019
C0742803,D013117
C0743002,D012021
C0743332,D020821
C0745103,D006938
C0745744,D058625
C0746787,D006258
C0746857,D009461
C0748540,D045745
C0749098,D020199
C0749420,D050033
C0749794,D038062
C0750887,D000310
C0750900,D000544
C0750901,D000544
C0750905,D000592
C0750906,D000647
C0750907,D000647
C0750908,D000648
C0750909,D000648
C0750910,D000648
C0750917,D001037
C0750918,D001037
C0750919,D001037
C0750920,D001037
C0750921,D001037
C0750927,D001072
C0750928,D001072
C0750929,D001139
C0750931,D001139
C0750932,D001139
C0750935,D001254
C0750936,D001254
C0750937,D001259
C0750940,D001259
C0750942,D001308
C0750944,D001342
C0750945,D001342
C0750946,D001342
C0750949,D001416
C0750951,D001480
C0750952,D001661
C0750953,D001750
C0750955,D001750
C0750958,D001766
C0750968,D001928
C0750969,D001929
C0750970,D001929
C0750974,D001932
C0750977,D001932
C0750979,D001932
C0750986,D002340
C0750987,D002340
C0750988,D002341
C0750989,D002341
C0750990,D002341
C0750992,D002389
C0750993,D002389
C0750994,D002524
C0751000,D002532
C0751001,D002532
C0751002,D002532
C0751003,D002532
C0751004,D002532
C0751005,D002532
C0751008,D002538
C0751010,D002544
C0751011,D002544
C0751012,D002544
C0751014,D002544
C0751019,D002546
C0751020,D002546
C0751021,D002546
C0751022,D002546
C0751024,D002547
C0751025,D002547
C0751036,D002607
C0751037,D003057
C0751038,D003057
C0751039,D003057
C0751042,D003117
C0751043,D003117
C0751056,D012640
C0751057,D003294
C0751061,D003397
C0751068,D003638
C0751071,D003704
C0751072,D057174
C0751074,D003929
C0751075,D004067
C0751081,D004314
C0751083,D004370
C0751084,D004370
C0751088,D004409
C0751093,D004421
C0751097,D004652
C0751110,D012640
C0751111,D004827
C0751112,D004828
C0751113,D004828
C0751115,D004828
C0751117,D004830
C0751118,D004830
C0751119,D004830
C0751120,D004831
C0751122,D004831
C0751123,D012640
C0751124,D004832
C0751141,D005158
C0751142,D005158
C0751143,D005158
C0751144,D005207
C0751156,D005600
C0751157,D005600
C0751161,D005693
C0751172,D006009
C0751173,D006009
C0751174,D006009
C0751175,D006212
C0751176,D006212
C0751177,D006258
C0751186,D006261
C0751187,D006261
C0751189,D006261
C0751190,D006261
C0751192,D006261
C0751195,D006429
C0751197,D006501
C0751198,D006501
C0751202,D006712
C0751207,D006816
C0751208,D006816
C0751211,D006930
C0751212,D006930
C0751213,D006930
C0751214,D006930
C0751215,D006941
C0751216,D006941
C0751217,D006948
C0751220,D047748
C0751226,D006970
C0751249,D007319
C0751250,D007319
C0751251,D007319
C0751252,D007319
C0751254,D007562
C0751257,D007805
C0751262,D007859
C0751263,D007859
C0751265,D007859
C0751267,D007888
C0751268,D007888
C0751273,D007965
C0751276,D007966
C0751278,D007966
C0751279,D007966
C0751285,D008375
C0751291,D008527
C0751292,D008569
C0751293,D008569
C0751294,D008569
C0751295,D008569
C0751303,D008579
C0751304,D008579
C0751316,D008591
C0751324,D009103
C0751325,D009122
C0751326,D009122
C0751327,D009122
C0751328,D009122
C0751329,D009122
C0751330,D009123
C0751334,D009134
C0751335,D009134
C0751336,D049310
C0751337,D000083143
C0751339,D009157
C0751340,D009157
C0751348,D009207
C0751349,D009207
C0751350,D009207
C0751351,D009207
C0751352,D009207
C0751353,D009207
C0751354,D009207
C0751355,D009207
C0751356,D009220
C0751357,D009220
C0751358,D009222
C0751359,D009222
C0751360,D009224
C0751362,D009290
C0751364,D009373
C0751365,D009373
C0751366,D009381
C0751371,D009437
C0751372,D009437
C0751373,D009437
C0751374,D009442
C0751377,D009461
C0751378,D009461
C0751381,D009468
C0751383,D009472
C0751394,D009669
C0751395,D009837
C0751396,D009837
C0751401,D009886
C0751402,D009901
C0751406,D010024
C0751407,D010146
C0751408,D010146
C0751409,D010291
C0751410,D010291
C0751412,D010292
C0751414,D010302
C0751415,D010302
C0751422,D056660
C0751434,D010661
C0751435,D010661
C0751436,D010661
C0751437,D010900
C0751438,D010900
C0751445,D011051
C0751446,D011051
C0751447,D011051
C0751448,D011115
C0751449,D011115
C0751456,D011596
C0751460,D011782
C0751461,D011782
C0751468,D012021
C0751469,D012021
C0751470,D012021
C0751471,D012021
C0751472,D012021
C0751473,D012021
C0751474,D012021
C0751475,D012021
C0751476,D012021
C0751477,D012021
C0751478,D012021
C0751479,D012021
C0751480,D012021
C0751481,D012021
C0751483,D012175
C0751484,D012175
C0751489,D012497
C0751490,D012497
C0751491,D012497
C0751494,D012640
C0751495,D012640
C0751496,D012640
C0751497,D012678
C0751500,D012851
C0751501,D012851
C0751502,D012851
C0751505,D012892
C0751506,D012892
C0751507,D012892
C0751508,D012893
C0751509,D012893
C0751510,D012893
C0751511,D012893
C0751512,D013064
C0751513,D013064
C0751514,D013064
C0751522,D013226
C0751523,D013226
C0751524,D013226
C0751527,D013342
C0751528,D013342
C0751529,D013342
C0751530,D013345
C0751544,D013631
C0751552,D013953
C0751553,D013981
C0751554,D013981
C0751556,D014012
C0751557,D014012
C0751558,D014012
C0751559,D014012
C0751564,D014202
C0751565,D014202
C0751569,D014565
C0751571,D014571
C0751583,D014901
C0751584,D014901
C0751585,D014901
C0751586,D014901
C0751587,D046589
C0751588,D015173
C0751589,D015173
C0751590,D015173
C0751594,D015211
C0751595,D015325
C0751596,D015325
C0751597,D015325
C0751602,D015419
C0751603,D015419
C0751604,D015419
C0751605,D015419
C0751617,D016142
C0751620,D016543
C0751622,D016603
C0751633,D016893
C0751634,D016893
C0751635,D016893
C0751636,D016893
C0751640,D017029
C0751641,D017029
C0751642,D017034
C0751643,D017034
C0751645,D017096
C0751648,D017116
C0751651,D028361
C0751663,D017825
C0751664,D017825
C0751665,D017825
C0751666,D017825
C0751667,D017825
C0751668,D017827
C0751669,D017827
C0751670,D017827
C0751671,D017827
C0751674,D018192
C0751675,D018242
C0751688,D018307
C0751689,D018317
C0751690,D018319
C0751691,D018317
C0751692,D018325
C0751701,D018476
C0751706,D057178
C0751708,D018901
C0751709,D018901
C0751710,D018901
C0751711,D018917
C0751712,D018917
C0751713,D018979
C0751716,D019150
C0751717,D019150
C0751718,D019150
C0751733,D019636
C0751743,D001928
C0751744,D001928
C0751747,D020158
C0751748,D020158
C0751750,D020159
C0751751,D020159
C0751753,D020165
C0751758,D020178
C0751759,D020178
C0751760,D020178
C0751761,D020181
C0751776,D020191
C0751777,D020191
C0751778,D020191
C0751779,D020191
C0751780,D020191
C0751781,D020191
C0751782,D020191
C0751783,D020192
C0751784,D020192
C0751785,D020194
C0751797,D020198
C0751812,D020207
C0751823,D020225
C0751824,D020225
C0751829,D020233
C0751830,D020233
C0751831,D020233
C0751832,D020233
C0751836,D020234
C0751837,D020234
C0751845,D020244
C0751846,D020244
C0751847,D020244
C0751848,D020244
C0751849,D020244
C0751851,D020261
C0751852,D020261
C0751855,D020262
C0751856,D020262
C0751857,D020262
C0751858,D020262
C0751859,D020263
C0751864,D020267
C0751865,D020268
C0751868,D020270
C0751869,D020270
C0751870,D020271
C0751871,D020274
C0751872,D020274
C0751882,D020294
C0751883,D020294
C0751884,D020294
C0751885,D020294
C0751886,D020295
C0751887,D020295
C0751888,D020295
C0751889,D020295
C0751893,D020300
C0751895,D020301
C0751898,D020323
C0751899,D020323
C0751900,D020323
C0751901,D020323
C0751914,D020371
C0751915,D020371
C0751916,D020371
C0751917,D020371
C0751918,D020371
C0751919,D020386
C0751924,D020426
C0751925,D020426
C0751951,D020512
C0751952,D020520
C0751953,D020520
C0751954,D020520
C0751955,D020520
C0751956,D020521
C0751958,D020522
C0751967,D020529
C0752048,D020642
C0752097,D020734
C0752098,D020734
C0752100,D020734
C0752101,D020734
C0752104,D020734
C0752105,D020734
C0752107,D020739
C0752109,D020739
C0752110,D020739
C0752120,D020754
C0752121,D020754
C0752122,D020754
C0752123,D020754
C0752124,D020754
C0752125,D020754
C0752143,D020767
C0752144,D020767
C0752160,D020786
C0752161,D020786
C0752164,D020786
C0752166,D020788
C0752196,D020820
C0752197,D020821
C0752198,D020821
C0752199,D020821
C0752200,D020821
C0752201,D020821
C0752202,D020821
C0752203,D020821
C0752205,D020821
C0752206,D020821
C0752207,D020821
C0752208,D020821
C0752210,D002819
C0752251,D020879
C0752252,D020879
C0752255,D020886
C0752256,D020886
C0752257,D020886
C0752258,D020886
C0752260,D020886
C0752261,D020886
C0752262,D020886
C0752282,D020914
C0752288,D020920
C0752289,D020920
C0752291,D020920
C0752292,D020920
C0752293,D020920
C0752304,D020925
C0752305,D020925
C0752306,D020925
C0752307,D020925
C0752308,D020925
C0752332,D020945
C0752334,D020945
C0752335,D020945
C0752347,D020961
C0752350,D020964
C0752351,D020964
C0752355,D020967
C0795688,D013345
C0795690,D006554
C0795841,D054868
C0795864,D058496
C0795907,D004062
C0796117,D054877
C0796147,D055673
C0813142,D021081
C0814154,D063647
C0836924,D013922
C0848558,D007021
C0848676,D007248
C0851140,D002578
C0851578,D012893
C0852036,D046110
C0852077,D025861
C0852283,D012128
C0853897,D058065
C0854119,D001064
C0854135,D011552
C0854145,D001068
C0854723,D058499
C0856761,D006502
C0857007,D051556
C0860029,D002181
C0860207,D056486
C0860634,D003128
C0869523,D009205
C0872084,D055948
C0876994,D066126
C0877172,D046748
C0877578,D016609
C0877781,D006261
C0877792,D020178
C0877848,D006311
C0877855,D002542
C0878500,D002278
C0878544,D009202
C0878576,D054038
C0878675,D031249
C0878677,D052120
C0878681,D057973
C0878773,D053201
C0887799,D002544
C0887800,D021081
C0887833,D021441
C0887850,D016891
C0887898,D011014
C0887900,D006258
C0917713,D020388
C0917715,D031845
C0917730,D007247
C0917731,D007248
C0917796,D029242
C0917798,D002545
C0917800,D004831
C0917801,D007319
C0917804,D002538
C0917805,D002546
C0917812,D013746
C0917813,D016137
C0917816,D008607
C0917817,D017253
C0917981,D009134
C0917990,D030981
C0917996,D002532
C0919267,D010051
C0919532,D042822
C0920269,D053842
C0920296,D004410
C0920350,D013967
C0920563,D007333
C0936016,D013734
C0936243,D015526
C0936247,D002542
C0936248,D002812
C0936256,D020167
C0936261,D020767
C0936263,D020767
C0936273,D028227
C0947622,D041761
C0948008,D000083242
C0948089,D054058
C0948480,D023903
C0948896,D007006
C0949116,D029502
C0949272,D003424
C0949331,D006059
C0949496,D017240
C0949506,D017499
C0949541,D018249
C0949595,D023961
C0949658,D024741
C0949664,D024801
C0949690,D025241
C0949804,D027601
C0949855,D028361
C0949856,D028361
C0949857,D028361
C0950121,D030321
C0950122,D052159
C0969687,D025063
C0971858,D001169
C0973461,D001037
C0993582,D001169
C0994516,D004370
C0995195,D002534
C1096063,D000069279
C1096154,D053578
C1096155,D055501
C1096902,D029461
C1096903,D029461
C1112486,D034721
C1135196,D054144
C1135745,D008585
C1135746,D008585
C1135747,D008585
C1135773,D001928
C1135868,D031901
C1136033,D034701
C1136041,D016518
C1136042,D016518
C1136043,D016518
C1136082,D020964
C1136135,D003681
C1136209,D008585
C1136210,D008585
C1136249,D038901
C1136321,D039682
C1136382,D011085
C1137478,D041441
C1140680,D010051
C1140710,D020786
C1140716,D002534
C1142166,D053840
C1142379,D020196
C1145628,D001342
C1145670,D012131
C1148477,D003639
C1148551,D019871
C1167732,D010493
C1168401,D000077195
C1175175,D045169
C1176475,D044584
C1257796,D015529
C1257797,D015529
C1257798,D015529
C1257799,D015529
C1257806,D043171
C1257840,D006627
C1257861,D003248
C1257877,D010673
C1257915,D044483
C1257925,D015674
C1257931,D001943
C1257958,D044882
C1257963,D006946
C1257964,D006946
C1257965,D006946
C1258085,D001471
C1258104,D045743
C1260873,D000082862
C1260880,D000086722
C1260899,D029503
C1260965,D062689
C1261473,D012509
C1261502,D004909
C1262477,D015431
C1262760,D056486
C1263846,D001289
C1264039,D056725
C1264040,D056728
C1264041,D056729
C1266042,D002292
C1266043,D002292
C1266044,D002292
C1266119,D054364
C1266194,D006689
C1268935,D011697
C1269683,D003865
C1270972,D060825
C1274933,D013262
C1275592,D002821
C1275668,D008527
C1279420,D001008
C1279481,D053632
C1281931,D007767
C1282359,D010390
C1282968,D056728
C1282971,D056728
C1282974,D056728
C1282975,D056728
C1285261,D048070
C1292772,D054438
C1297882,D014314
C1298681,D006959
C1300127,D054973
C1301355,D054437
C1301362,D054446
C1306214,D049913
C1306571,D048550
C1306589,D000742
C1306710,D005146
C1306837,D002292
C1318973,D013203
C1319853,D055963
C1320474,D009127
C1321489,D055653
C1321905,D001289
C1328252,D007897
C1328479,D018273
C1328840,D056735
C1330966,D007859
C1332347,D002285
C1332965,D018201
C1333990,D003123
C1333991,D055847
C1334261,D008579
C1334271,D008579
C1334968,D006689
C1335107,D008579
C1368275,D002280
C1368683,D009375
C1370889,D008080
C1383860,D006332
C1384406,D008579
C1384408,D008579
C1384514,D006929
C1384666,D034381
C1412000,D065666
C1443892,D011778
C1449563,D002311
C1449626,D046589
C1449646,D010538
C1449647,D010538
C1449718,D001941
C1449720,D006177
C1449721,D006177
C1449842,D011546
C1449843,D011546
C1449844,D011546
C1449861,D048629
C1449862,D048629
C1450010,D049068
C1450051,D020389
C1450052,D049310
C1456784,D010259
C1456865,D014514
C1458155,D001943
C1504412,D011629
C1510410,D000857
C1510432,D011832
C1510450,D006311
C1510455,D000168
C1510460,D009958
C1510472,D019966
C1510479,D020968
C1510489,D028243
C1510497,D002386
C1510502,D018249
C1510586,D000067877
C1522378,D054066
C1522512,D000275
C1527168,D014424
C1527197,D008579
C1527231,D000326
C1527258,D011051
C1527303,D029424
C1527304,D006967
C1527306,D013036
C1527310,D012030
C1527311,D001929
C1527317,D020167
C1527335,D002546
C1527336,D012859
C1527337,D028227
C1527338,D028243
C1527348,D002534
C1527352,D006527
C1527366,D013036
C1527383,D012594
C1527384,D014202
C1527390,D001932
C1527396,D003550
C1527402,D000079524
C1527404,D009634
C1527405,D011086
C1527407,D011657
C1527411,D012170
C1531647,D006849
C1535893,D054971
C1535926,D065886
C1535942,D016884
C1536220,D000072657
C1540912,D017681
C1561643,D051436
C1563666,D004401
C1563696,D049914
C1563697,D049914
C1563705,D018500
C1563706,D018500
C1563709,D049970
C1563715,D050030
C1563716,D050033
C1563718,D050035
C1563719,D017436
C1563720,D017436
C1563730,D003456
C1563731,D003456
C1563937,D050197
C1565321,D005767
C1565489,D051437
C1565662,D058186
C1565885,D051556
C1565886,D051556
C1565887,D007567
C1565950,D008579
C1565951,D008579
C1566050,D007567
C1567426,D021782
C1567427,D021782
C1567435,D007690
C1567741,D009394
C1567742,D009394
C1567743,D009394
C1567744,D009394
C1568248,D052245
C1568249,D052245
C1568868,D013280
C1569637,D018269
C1571983,D003865
C1571984,D003865
C1578691,D003409
C1608955,D009165
C1619692,D054989
C1621920,D008375
C1621958,D005909
C1623038,D005355
C1623209,D004370
C1691228,D052177
C1691779,D006319
C1692886,D001170
C1704212,D004617
C1704230,D001254
C1704272,D011470
C1704299,D052476
C1704315,D011704
C1704317,D007971
C1704321,D009402
C1704330,D009057
C1704356,D002812
C1704374,D004701
C1704375,D063730
C1704377,D005921
C1704378,D015433
C1704380,D000141
C1704417,D006938
C1704423,D008209
C1704429,D052456
C1704436,D058729
C1706004,D004476
C1706412,D006949
C1706595,D053549
C1719672,D018805
C1720772,D007009
C1720779,D008072
C1720795,D011472
C1720796,D011472
C1720797,D011472
C1720802,D012035
C1720811,D013736
C1720816,D014591
C1720821,D015432
C1720824,D016757
C1720830,D018856
C1720859,D052496
C1720860,D052496
C1720861,D052496
C1720862,D052497
C1720863,D052497
C1720864,D052517
C1720887,D052776
C1720956,D053306
C1720957,D053306
C1720958,D053306
C1720965,D053359
C1721005,D053529
C1721006,D053546
C1721007,D053549
C1721017,D053578
C1721096,D053840
C1721098,D053842
C1723764,D011472
C1739363,D011470
C1800706,D054990
C1802395,D003635
C1833340,D003398
C1834207,D009472
C1834304,D020968
C1834558,D020914
C1836373,D058494
C1836635,D055947
C1837218,D002972
C1837249,D054081
C1838244,D049310
C1839259,D055534
C1842914,D057826
C1843140,D020936
C1844376,D006105
C1845168,D053098
C1846545,D056735
C1847800,D014849
C1848199,D054221
C1848201,D054221
C1848213,D054091
C1848922,D013661
C1850386,D056768
C1851347,D010505
C1851480,D056266
C1851549,D004828
C1853099,D003635
C1853959,D000080365
C1854540,D056733
C1855284,D001656
C1855465,D000080362
C1855520,D006943
C1855710,D000080983
C1856401,D054069
C1856403,D054069
C1856405,D054069
C1857395,D005198
C1857728,D056828
C1857761,D016738
C1858991,D056784
C1860042,D054882
C1860819,D003398
C1861172,D054556
C1861922,D055036
C1861923,D055036
C1862892,D056829
C1863389,D000168
C1863512,D006952
C1864100,D011547
C1866398,D016715
C1866504,D054463
C1867450,D011561
C1868193,D011030
C1868619,D020967
C1868675,D020734
C1868690,D000075262
C1868720,D054091
C1869114,D056846
C1869115,D056846
C1879312,D054082
C1879321,D015470
C1879328,D001766
C1879526,D058739
C1955860,D054066
C1955861,D054066
C1955869,D054220
C1955870,D054221
C1955906,D054391
C1955934,D054463
C1956093,D054868
C1956097,D054877
C1956125,D016738
C1956130,D008224
C1956131,D008224
C1956147,D008831
C1956258,D011697
C1956260,D020786
C1956346,D003324
C1956349,D028243
C1956391,D013700
C1956410,D004310
C1956411,D004310
C1956412,D004310
C1956413,D004310
C1959582,D006223
C1959583,D006333
C1959588,D006391
C1959620,D054067
C1959626,D054078
C1961099,D054218
C1961102,D054198
C1961112,D006333
C1961835,D005776
C1969342,D065627
C1969343,D065627
C1970479,D019280
C2063866,D061218
C2231324,D002006
C2237660,D057135
C2239176,D006528
C2267233,D009123
C2314896,D000096142
C2316212,D056587
C2349952,D009959
C2350037,D003711
C2350170,D015508
C2350171,D015508
C2350233,D054882
C2350344,D055370
C2350873,D001607
C2350875,D001989
C2350876,D001989
C2350878,D011656
C2350879,D011657
C2350988,D001989
C2362324,D063766
C2363129,D019305
C2363142,D015461
C2584774,D000347
C2585653,D001281
C2607914,D065631
C2607929,D056733
C2609414,D058186
C2674173,D000130
C2674695,D010004
C2677794,D000098850
C2678055,D000083143
C2678439,D010004
C2697932,D055947
C2700553,D016511
C2711227,D005234
C2713319,D007966
C2713321,D008059
C2713347,D019082
C2713368,D009190
C2713392,D009800
C2713394,D010214
C2713442,D011125
C2713443,D011125
C2713447,D011546
C2713497,D000783
C2713499,D012497
C2713537,D001606
C2713546,D013734
C2713615,D054318
C2717750,D055652
C2717759,D055959
C2717836,D016114
C2717859,D056627
C2717860,D056627
C2717876,D056693
C2717884,D056735
C2717905,D056829
C2717906,D056829
C2717961,D057049
C2718067,D005235
C2718068,D016537
C2718076,D005313
C2718078,D017092
C2718304,D016532
C2720163,D016114
C2733158,D059345
C2745945,D057826
C2745948,D057770
C2748895,D050090
C2749106,D000083143
C2751306,D016891
C2751824,D058490
C2919945,D020786
C2930471,D009396
C2930617,D001195
C2930618,D012734
C2930619,D012734
C2930745,D002872
C2930797,D016738
C2930927,D017436
C2931058,D008382
C2931150,D003398
C2931187,D003554
C2931196,D003394
C2931205,D052245
C2931245,D000080983
C2931358,D014897
C2931618,D031901
C2931689,D009223
C2931735,D053546
C2931788,D065766
C2931822,D000077274
C2931832,D044903
C2931833,D044903
C2931861,D009394
C2931868,D020642
C2936170,D004374
C2936179,D056128
C2936331,D058088
C2936332,D058088
C2936346,D058165
C2936349,D058225
C2936350,D058226
C2936351,D058226
C2936380,D058426
C2936381,D058426
C2936403,D058489
C2936406,D058494
C2936419,D058531
C2936444,D058566
C2936445,D058566
C2936476,D058625
C2936502,D058747
C2936664,D017074
C2936665,D017074
C2936694,D006061
C2936718,D006849
C2936719,D006930
C2936739,D007589
C2936755,D008258
C2936779,D017118
C2936781,D009224
C2936783,D003123
C2936791,D054882
C2936797,D015223
C2936827,D000090303
C2936837,D053546
C2936847,D020642
C2936848,D020642
C2937358,D002543
C2937421,D011470
C2939175,D000074270
C2939465,D005955
C2940786,D018382
C2959886,D005080
C2973527,D003811
C2973725,D000081029
C2973787,D011778
C2985290,D063647
C3146244,D063647
C3160858,D054038
C3163622,D008579
C3178789,D059350
C3178803,D059445
C3178805,D059446
C3178806,D059446
C3178807,D059446
C3179058,D061085
C3179194,D009085
C3179239,D010022
C3179244,D010381
C3179349,D046152
C3179455,D052556
C3179502,D054000
C3203102,D065627
C3203358,D007040
C3203733,D002637
C3241937,D065626
C3245525,D006030
C3266863,D009165
C3266898,D014849
C3276706,D000071075
C3279664,D000077428
C3280030,D000077428
C3463824,D009190
C3468561,D001281
C3489395,D006954
C3489396,D007006
C3489413,D008067
C3489447,D020513
C3489529,D000848
C3489532,D000071700
C3489571,D001656
C3489572,D001656
C3489627,D013342
C3489628,D013920
C3489630,D049912
C3489704,D014786
C3489793,D058490
C3494162,D016471
C3494186,D006467
C3494187,D006467
C3494247,D062025
C3494248,D062025
C3494422,D063173
C3494423,D063173
C3494424,D063173
C3494425,D063173
C3494426,D063173
C3494506,D011547
C3494522,D016649
C3495144,D001072
C3495145,D013064
C3495427,D005198
C3495483,D054463
C3495551,D054067
C3495559,D001171
C3495676,D000071056
C3495801,D014890
C3495874,D012640
C3501843,D000077273
C3501844,D000077273
C3534585,D017250
C3536797,D017490
C3536983,D053098
C3536984,D053098
C3539878,D064726
C3540662,D057130
C3540852,D053098
C3541456,D010009
C3542021,D020388
C3542499,D017825
C3542500,D018500
C3542501,D020275
C3543867,D017490
C3544321,D000090663
C3554246,D000090303
C3645536,D020914
C3645711,D010022
C3658266,D064129
C3658267,D064129
C3658290,D056486
C3658294,D020152
C3658299,D015211
C3658301,D013262
C3658302,D013262
C3661483,D063647
C3661485,D058496
C3661489,D020914
C3661519,D009134
C3661523,D006627
C3661525,D006105
C3665347,D014786
C3665349,D007037
C3665358,D005687
C3665473,D006312
C3665732,D018223
C3668822,D002524
C3693482,D018223
C3698507,D065708
C3714514,D007239
C3714542,D008228
C3714618,D006980
C3714636,D011014
C3714644,D013953
C3714739,D018301
C3714756,D008607
C3714758,D001171
C3714844,D065627
C3805278,D018281
C3830362,D000022
C3837958,D003922
C3850148,D066253
C3850155,D065817
C3852953,D066253
C3852984,D065666
C3852985,D065666
C3852986,D065666
C3852987,D065666
C3853041,D008831
C3853779,D054098
C3887506,D006948
C3887558,D051359
C3887612,D011595
C3887633,D003616
C3887640,D005911
C3887645,D007589
C3887650,D010018
C3887892,D000082882
C3888018,D044903
C3888024,D000857
C3888418,D015746
C3891815,D001170
C4041080,D019965
C4042763,D055191
C4042784,D001068
C4042891,D012893
C4046029,D001523
C4048158,D012640
C4048196,D044905
C4048328,D002583
C4049050,D003811
C4074771,D007246
C4082171,D020165
C4082173,D065708
C4082299,D010244
C4082301,D065708
C4082304,D000848
C4082305,D003638
C4083008,D020275
C4083212,D000505
C4083251,D054463
C4085580,D020165
C4085590,D000071700
C4255193,D000071699
C4277533,D000094665
C4277682,D056486
C4277690,D000072661
C4279912,D056486
C4281785,D004832
C4282180,D000080362
C4284790,D058494
C4316791,D004749
C4316810,D020821
C4316812,D000347
C4316881,D019966
C4316899,D003554
C4316903,D012640
C4316995,D007037
C4317009,D000076385
C4317109,D012640
C4317123,D012640
C4317124,D007619
C4317171,D063766
C4317339,D004832
C4505291,D000075262
C4505353,D000076385
C4505390,D006556
C4505436,D012640
C4505456,D015658
C4520983,D001656
C4521075,D063766
C4521481,D020386
C4551472,D002312
C4551479,D010009
C4551484,D044542
C4551500,D028227
C4551509,D029593
C4551514,D051359
C4551595,D008105
C4551602,D009634
C4551628,D009293
C4551630,D017490
C4551647,D029597
C4551650,D004940
C4551675,D007645
C4551681,D010520
C4551689,D012891
C4551693,D014929
C4551702,D019280
C4551714,D000071700
C4551720,D002925
C4551769,D020936
C4551804,D053840
C4551851,D003635
C4551858,D014718
C4551861,D013683
C4551862,D013494
C4551863,D013494
C4551895,D056587
C4551902,D003398
C4551904,D012587
C4551906,D007619
C4551910,D020275
C4551952,D020914
C4551955,D055947
C4551968,D054221
C4551969,D054091
C4551998,D065708
C4552004,D049310
C4552070,D065627
C4552079,D016649
C4552091,D001171
C4552097,D054000
C4552100,D003123
C4552765,D004832
C4552766,D000022
C4553297,D004443
C4553478,D063766
C4553705,D004832
C4554007,D003103
C4704862,D001171
C4704874,D001943
C4704876,D002181
C4704884,D005357
C4704885,D005357
C4704955,D063766
C4704956,D063766
C4721411,D010014
C4721444,D002051
C4721453,D010523
C4721507,D011658
C4721509,D054990
C4721532,D008228
C4721610,D000077216
C4721769,D020159
C4721806,D002280
C4721845,D008382
C4721916,D015419
C4721952,D054990
C4722227,D007020
C4722305,D007589
C4722330,D018382
